text_a	bd_label	entity_label
小 儿 出 生 后 ， 随 着 生 长 发 育 和 代 谢 的 改 变 ， 1 ～ 2 岁 时 肾 脏 形 态 及 功 能 接 近 成 人 水 平 。	O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O O O	dis
但 随 着 化 疗 和 放 疗 的 应 用 ， 盆 腔 清 除 和 子 宫 、 阴 道 切 除 术 又 被 摒 弃 。	O O O B E O B E O O O O B M M E O B M M M M M M E O O O O O	pro pro pro pro
军 团 菌 产 生 的 有 害 物 质 可 造 成 组 织 损 伤 ： 外 膜 蛋 白 M I P 可 促 进 吞 噬 细 胞 对 细 菌 的 摄 入 并 破 坏 细 胞 的 杀 菌 功 能 ； L p 的 外 毒 素 有 消 化 卵 黄 囊 和 灭 活 抗 糜 蛋 白 酶 的 作 用 ； 脂 多 糖 L p s 作 为 内 毒 素 有 利 于 细 菌 黏 附 宿 主 细 胞 ， 保 护 细 菌 免 受 细 胞 内 酶 的 破 坏 ， 促 进 单 核 / 吞 噬 细 胞 对 细 菌 的 摄 入 ，	B M E O O O O O O O O O O B M M E O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O B M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O B M M M M M E O O O O O O O	mic sym bod mic bod bod
本 病 的 临 床 表 现 与 诊 断 与 冠 状 动 脉 异 常 起 源 于 主 动 脉 相 同 。	O O O O O O O O O O O B M M E O O O O O B M E O O O	bod bod
所 有 管 型 主 要 以 T a m m - H o r s f a l l 蛋 白 为 基 质 组 成 。	O O B E O O O B M M M M M M M M M M M M M E O O O O O O	ite bod
而 且 ， 胸 片 X 线 检 查 可 提 供 心 脏 的 血 流 动 力 学 （ 如 左 向 右 分 流 量 、 青 紫 型 先 心 病 的 肺 血 流 多 少 ） 、 充 血 性 心 力 衰 竭 时 心 脏 扩 大 的 随 访 及 手 术 后 及 经 导 管 介 入 治 疗 效 果 等 一 系 列 信 息 。	O O O B M M M M E O O O B E O O O O O O O O B M M M M E O B M M M M E O B M E O O O O B M M M M M E O B E O O O O O O B E O O B M M M M M E O O O O O O O O O	pro bod ite dis ite dis bod pro pro
发 生 肠 狭 窄 及 肠 梗 阻 时 应 禁 食 ， 视 需 要 而 行 胃 及 十 二 指 肠 减 压 ， 注 意 维 持 水 及 电 解 质 的 平 衡 。	O O B M E O B M E O O B E O O O O O O B M M M M M M E O O O B M M M M M M M M E O	dis dis pro pro pro
北 京 首 都 儿 科 研 究 所 报 道 ， M P 肺 炎 占 住 院 儿 童 肺 炎 的 1 9 . 2 % ～ 2 1 . 9 % 。	O O O O O O O O O O O O B M M E O O O O O B E O O O O O O O O O O O O O	dis dis
血 小 板 减 少 者 应 观 察 骨 髓 巨 核 细 胞 分 化 和 产 血 小 板 情 况 ， 测 定 P A I g 。	B M E O O O O O O B M M M M E O O O O B M E O O O O O B M M E O	bod bod bod bod
专 业 人 员 则 要 求 同 时 检 查 患 者 的 脉 搏 搏 动 及 观 察 循 环 的 征 象 ， 时 间 不 超 过 1 0 秒 。	O O O O O O O O O B M M M M M M M M M M M M M M M E O O O O O O O O O O	pro
（ 五 ） 吸 收 障 碍 如 患 有 消 化 系 统 疾 病 ， 如 慢 性 腹 泻 、 肠 道 感 染 、 肠 吸 收 不 良 综 合 征 等 疾 病 均 可 减 少 维 生 素 B < s u b > 6 < s u b > 的 吸 收 。	O O O O O O O O O O B M M M M E O O B M M E O B M M E O B M M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O	dis dis dis dis
沙 眼 初 为 滤 泡 性 结 膜 炎 ， 多 发 生 于 童 年 ， 滤 泡 愈 合 形 成 结 膜 瘢 痕 ， 引 起 睑 内 翻 ， 使 睫 毛 擦 伤 角 膜 ， 经 常 性 的 角 膜 外 伤 性 溃 疡 引 起 瘢 痕 和 失 明 ， 细 菌 性 双 重 感 染 也 参 与 了 瘢 痕 的 形 成 。	B E O O B M M M M E O O O O O O O O O O O O O O B E M E O O O S M E O O B E M M B E O B M M M B E M M M M E O O B E O B E O O O O O O O O O O O O B E O O O O	dis dis bod sym bod sym bod sym bod O sym bod O sym sym sym
【 治 疗 】 （ 一 ） 维 持 正 常 脑 灌 注 大 量 I V H 时 ， 由 于 动 脉 压 降 低 和 颅 内 压 增 高 ， 脑 灌 流 减 少 ， 因 此 必 须 维 持 血 压 在 足 够 的 水 平 ， 同 时 避 免 血 压 的 过 度 波 动 和 脑 血 流 速 度 的 突 然 升 高 ， 没 有 必 要 的 过 分 积 极 治 疗 反 而 会 加 重 已 经 存 在 的 脑 损 伤 。	O O O O O O O B M M M M M E O O B M E O O O O B M E O O O B M E O O O O O O O O O O O O O O O B E O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O	pro dis ite ite ite ite dis
对 于 完 全 性 大 动 脉 转 位 的 患 者 ， 必 须 通 过 动 脉 导 管 使 体 肺 循 环 血 液 得 到 充 分 混 合 。	O O B M M M M M M E O O O O O O O O B M M E O B M M M M E O O O O O O O	dis bod bod
晚 期 系 膜 细 胞 增 生 ， 肾 小 球 和 肾 小 管 基 膜 增 厚 ， 分 层 ， 包 氏 囊 壁 增 厚 并 发 展 到 肾 小 球 硬 化 。	O O B M M E M E O B M E M B M M M E M E O O O O B M M E M M M M M M B M E M E O	bod sym bod O sym bod O bod O sym bod O
颅 内 高 压 @ 在 视 乳 头 水 肿 的 早 期 ， 虽 有 典 型 的 眼 底 改 变 ， 但 视 力 一 般 没 有 明 显 障 碍 。	B M M E O O B M M M E O O O O O O O O O B E O O O O B E O O O O O O O O O	dis dis bod ite
③ 瞳 孔 改 变 动 眼 神 经 受 到 压 迫 牵 拉 所 致 ， 早 期 病 侧 瞳 孔 略 缩 小 光 反 应 稍 迟 钝 ， 随 后 逐 渐 散 大 ， 直 接 及 间 接 光 反 应 消 失 ， 晚 期 因 中 脑 动 眼 神 经 核 受 压 麻 痹 引 起 双 侧 瞳 孔 散 大 光 反 应 消 失 ； ④ 运 动 障 碍 ： 表 现 为 对 侧 偏 瘫 。	O B E M E B M M E O O O O O O O O O O O B M B E M M E B M M M M E O O O O O O O O O O O O O B M M M E O O O O B M M M M M E O O O O O O B M B E M E B M M M E O O B M M E O O O O B M M E O	bod sym O bod O sym O bod O O sym sym bod O sym O bod O O sym sym sym
疱 底 细 胞 、 病 毒 分 离 和 血 清 学 实 验 可 帮 助 诊 断 。	B M M M M M M M M M M M M M E O O O O O O	pro
室 颤 恢 复 后 应 寻 找 基 础 病 因 。	B E O O O O O O O O O O O	sym
第 4 期 由 于 大 脑 功 能 丧 失 脑 干 、 脊 髓 上 段 的 广 泛 受 累 出 现 严 重 的 自 主 神 经 功 能 异 常 全 身 重 度 弛 缓 或 强 直 以 及 自 主 神 经 功 能 衰 竭 死 亡 。	O O O O O B E M M M E B E M B M M E M M M M E B M M M M B M M M M E M E B M M M M M M M E O O B M M M M E M E B E O	bod sym O O O O O O bod O sym O O O bod O O O O O sym O ite O O sym ite sym O sym
1 7 个 国 家 的 3 0 多 位 专 家 组 成 小 组 ， 制 定 了 关 于 哮 喘 管 理 和 预 防 的 全 球 策 略 ， 即 《 全 球 哮 喘 防 治 创 议 》 （ G l o b a l I n i t i a t i v e f o r A s t h m a ， G I N A ） ， 用 来 规 范 哮 喘 的 防 治 。	O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O	dis dis
（ 2 ） 特 布 他 林 ： 负 荷 量 ： 1 0 μ g / k g ， 静 脉 滴 注 （ 1 0 分 钟 以 上 ） ， 维 持 量 ： 0 . 1 μ g / （ k g • m i n ） ， 静 脉 持 续 滴 注 ； 每 3 0 分 钟 增 加 0 . 1 μ g / （ k g • m i n ） ， 直 到 症 状 缓 解 或 出 现 不 良 反 应 （ 心 动 过 速 、 震 颤 、 恶 心 ） ， 最 大 4 μ g / （ k g • m i n ） 。	O O O B M M E O O O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O B E O B E O O O O O O O O O O O O O O O O O	dru pro pro sym sym sym
其 他 氨 基 酸 尿 尚 可 见 继 发 于 药 物 及 重 金 属 中 毒 、 肾 病 和 维 生 素 D 缺 乏 性 佝 偻 病 等 。	O O B M M E O O O O O O O O O B M M M E O B E O B M M M M M M M M E O O	sym dis dis dis
已 明 确 有 H I V 感 染 的 患 儿 如 果 出 现 下 列 机 会 感 染 ， 应 做 出 A I D S 病 的 推 测 诊 断 ： ① 念 珠 菌 性 食 道 炎 ； ② 巨 细 胞 病 毒 性 视 网 膜 炎 ； ③ 卡 氏 肺 囊 虫 性 肺 炎 ； ④ 脑 弓 形 虫 病 （ 1 月 龄 以 后 ） ； ⑤ 弥 漫 性 慢 性 非 典 型 性 分 枝 杆 菌 感 染 。	O O O O B M M M E O O O O O O O O O O O O O O O O O B M M M E O O O O O O O B M M M M M E O O B M M M M M M M M E O O B M M M M M M E O O B M M M E O O O O O O O O O B M M M M M M M M M M M M M E O	dis dis dis dis dis dis dis
3 . 骨 龄 测 定 可 拍 摄 左 手 和 腕 部 X 线 正 位 片 ， 骨 龄 超 过 实 际 年 龄 1 岁 以 上 可 视 为 提 前 ， 发 育 越 早 ， 则 骨 龄 超 前 越 多 。	O O B M M E O O O B E O B E B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	ite bod bod O pro
3 . 峰 流 量 在 一 次 通 气 开 始 时 ， 供 气 阀 门 打 开 ， 气 流 在 瞬 间 达 到 最 大 值 ， 以 后 随 气 道 阻 力 和 肺 顺 应 性 的 反 应 ， 供 气 气 流 下 降 ， 为 减 速 气 流 ， 为 目 前 呼 吸 机 常 设 。	O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O	pro equ
目 前 常 用 的 支 气 管 扩 张 剂 ， 根 据 作 用 环 节 不 同 分 为 3 类 ： ① β < s u b > 2 < / s u b > 肾 上 腺 素 受 体 激 动 剂 ； ② 茶 碱 类 药 物 ； ③ 抗 胆 碱 能 药 物 。	O O O O O B M M M M E O O O O O O O O O O O O O O O B M M M M M M M M M M M M M M M M M M M M E O O B M M M E O O B M M M M E O	dru dru dru dru
它 可 以 通 过 自 分 泌 、 旁 分 泌 及 胞 分 泌 的 形 式 产 生 一 系 列 内 分 泌 性 生 物 活 性 物 质 ， 在 调 节 身 体 血 压 、 水 电 解 质 平 衡 、 钙 、 磷 等 许 多 方 面 起 重 要 作 用 。	O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M M M M E O O O O O O B E O B M M E O O O S O S O O O O O O O O O O O	bod ite bod bod bod
（ 2 ） 病 理 性 抽 动 障 碍 1 ） 原 发 性 ： 散 发 性 包 括 ① 短 暂 性 运 动 抽 动 或 发 声 抽 动 （ 病 程 少 于 1 年 ） ； ② 慢 性 运 动 抽 动 或 发 声 抽 动 （ 病 程 超 过 1 年 ） ； ③ 成 年 期 起 病 （ 晚 发 的 ） 抽 动 障 碍 ； ④ T S 。	O O O B M M M M M E O O O O O O O O O O O O B M M M M M E O B M M E O O O O O O O O O O B M M M M E O B M M E O O O O O O O O O O B M M M M M M M M M M M M E O O B E O	dis dis dis dis dis dis dis
临 床 表 现 为 肌 张 力 低 下 ， 运 动 发 育 迟 缓 ， 但 最 终 能 站 立 和 行 走 ， 约 于 5 岁 左 右 出 现 关 节 挛 缩 。	O O O O O B M M M E O B M M M M E O O O O B M M M M E O B M M M M M M M M M M E O	sym sym sym sym
这 些 心 律 的 变 化 ， 尤 其 是 心 动 过 缓 ， 在 睡 眠 时 更 易 出 现 ， 不 伴 症 状 ， 无 需 治 疗 。	O O B E O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O	ite sym
美 国 对 阴 茎 发 育 的 调 查 显 示 ， 3 岁 时 有 9 0 % 的 包 茎 自 愈 ； 1 7 岁 以 后 ， 包 茎 不 足 1 % ， 因 此 包 皮 由 不 能 上 翻 至 完 全 上 翻 是 一 个 逐 渐 发 展 的 过 程 。	O O O B E O O O O O O O O O O O O O O O O B E O O O O O O O O O B E O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O	bod dis dis bod
其 血 液 供 应 来 源 于 胸 主 动 脉 或 腹 主 动 脉 ， 通 过 肺 韧 带 进 入 肺 内 。	O B E O O O O O B M M E O B M M E O O O B M E O O S O O	bod bod bod bod bod
当 滤 出 液 量 超 过 了 淋 巴 回 流 能 力 时 ， 液 体 先 在 肺 门 及 大 血 管 鞘 积 聚 ， 形 成 肺 水 肿 早 期 血 管 周 围 液 体 “ 袖 口 ” 特 征 。	O O O O O O O O B E O O O O O O O O O O B E O B M M E O O O O O B M E O O O O O O O O O O O O O O O	bod bod bod dis
气 管 镜 检 查 可 做 出 诊 断 。	B M M M E O O O O O O	pro
留 置 导 尿 的 适 应 证 还 包 括 ： ① 重 症 和 虚 弱 患 儿 存 在 膀 胱 排 空 不 完 全 、 完 全 性 尿 潴 留 或 尿 失 禁 ； ② 可 进 行 间 歇 性 导 尿 但 因 某 些 原 因 无 法 实 施 者 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M E O B M E O O O O O O O O O O O O O O O O O O O O O O	dis dis
另 加 O 型 即 糖 原 合 成 酶 缺 乏 共 1 2 型 ， 其 各 型 病 因 、 受 累 组 织 、 起 病 时 间 ， 及 临 床 表 现 各 不 相 同 ： G S D O 型 （ a g l y c o g e n o s i s ） 糖 原 合 成 酶 缺 陷 。	O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M M M M M M M M M M M M M M M M M M M M M E O	bod dis
4 . I g A 缺 陷 I g A 缺 陷 病 是 较 为 常 见 的 P I D ， 但 人 群 发 病 率 有 差 异 ， 白 种 人 发 病 率 约 1 / 5 0 0 ～ 1 / 1 5 0 0 ， 日 本 人 为 1 / 1 8 5 0 0 ， 中 国 人 约 为 1 / 5 0 0 0 ～ 1 / 1 0 0 0 0 。	O O B M M M E B M M M M E O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis O dis dis
（ 五 ） 心 血 管 症 状 可 见 心 包 炎 、 心 脏 炎 、 全 心 炎 及 各 种 小 血 管 炎 ， 雷 诺 现 象 在 儿 科 少 见 。	O O O B M M M E O O B M E O B M E O B M E O O O B M M E O O O O O O B E O O O	sym dis dis dis dis dep
前 两 类 较 常 用 ， 嘧 啶 类 中 的 氟 胞 嘧 啶 ， 抗 真 菌 谱 窄 ， 仅 对 酵 母 菌 有 较 高 的 抗 菌 活 性 ， 但 与 其 他 抗 真 菌 药 有 协 同 作 用 ， 生 物 利 用 度 较 高 。	O O O O O O O O O O O O B M M E O O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru mic
不 伴 其 他 部 位 出 血 的 患 儿 ， 易 误 诊 为 颅 内 感 染 ， 而 迟 发 性 新 生 儿 出 血 症 表 现 为 突 然 起 病 ， 无 明 显 感 染 中 毒 症 状 ， 贫 血 发 展 迅 速 而 严 重 ， 故 可 与 颅 内 感 染 相 鉴 别 。	O O O O O O B E O O O O O O O O B M M E O O B M M M M M M M E O O O O O O O O O O O B E B E O O O B M M M M M M M E O O O O B M M E O O O O	sym sym dis sym O sym sym sym
此 后 可 用 Ⅰ 类 抗 心 律 失 常 药 如 奎 尼 丁 、 普 鲁 卡 因 胺 或 直 流 电 复 律 来 转 律 。	O O O O O O O B E O O O O B M E O B M M M E O O O O O O O O O O	ite dru dru
某 些 药 物 还 可 在 引 起 微 小 病 变 肾 病 综 合 征 同 时 发 生 T I N （ 如 氨 苄 西 林 、 二 苯 基 乙 内 酰 脲 、 干 扰 素 、 锂 、 N S A I D 及 利 福 平 ） 。	O O O O O O O O O B M M M M M M M E O O O O B M E O O B M M E O B M M M M M E O B M E O S O B M M M E O B M E O O	dis dis dru dru dru dru dru dru
（ 二 ） 心 电 图 该 病 心 电 图 特 点 是 ： Q R S 额 面 电 轴 偏 左 上 ， 右 心 房 肥 大 ， 右 心 室 电 势 减 小 或 消 失 （ 图 9 - 9 ） 。	O O O B M E O O B M E O O O O O O O O O O O O O O O B M E O O O B M E O O O O O O O O O O O O O O	pro pro bod bod
侵 入 人 体 的 隐 球 菌 不 一 定 致 病 ， 细 胞 免 疫 在 防 止 隐 球 菌 感 染 中 起 主 要 的 作 用 。	O O O O O B M E O O O O O O O O O O O O O B M M M E O O O O O O O O	mic dis
本 病 的 发 病 部 位 较 为 多 处 ， 多 见 于 骶 尾 部 、 睾 丸 、 卵 巢 、 盆 腔 、 后 腹 膜 、 纵 隔 和 颅 内 。	O O O O O O O O O O O O O O O B M E O B E O B E O B E O B M E O B E O B E O	bod bod bod bod bod bod bod
其 原 发 病 因 可 为 心 理 因 素 所 致 的 呼 吸 过 度 、 机 械 通 气 时 每 分 通 气 量 太 大 ， 也 可 见 于 水 杨 酸 中 毒 所 致 的 呼 吸 中 枢 过 度 刺 激 、 对 C O 2 < / s u b > 的 敏 感 性 太 高 所 致 的 呼 吸 增 加 。	O O O O O O O O O O O O O O B M M E O B M M E O O O O O O O O O O O O O B M M M E O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O B M M E O	sym pro dis bod sym
表 2 - 7 阴 离 子 间 隙 增 加 及 正 常 阴 离 子 间 隙 代 谢 性 酸 中 毒 原 因	O O O O O O O O O O O O O O O O O O O B M M M M E O O	dis
乙 肝 疫 苗 接 种 3 剂 次 ； 脊 灰 疫 苗 口 服 4 剂 次 ， 前 3 剂 次 为 基 础 免 疫 ， 第 4 剂 次 为 加 强 免 疫 ； 百 白 破 疫 苗 接 种 5 剂 次 ， 前 3 剂 次 为 基 础 免 疫 ， 第 4 剂 次 为 加 强 免 疫 ； 第 5 剂 次 使 用 白 破 疫 苗 加 强 免 疫 1 剂 次 ； 麻 疹 疫 苗 接 种 2 剂 次 ， 第 2 剂 次 为 复 种 。	B M M E B E O O O O B M M E B E O O O O O O O O O O O O O O O O O O O O O O O O B M M M E B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O O O O O B M M E B E O O O O O O O O O B E O	dru O pro dru O pro dru O pro dru dru O pro pro
少 数 患 儿 有 惊 厥 、 昏 迷 、 中 枢 性 、 外 周 性 神 经 麻 痹 以 及 精 神 、 情 绪 异 常 等 无 菌 性 脑 炎 、 脑 膜 炎 症 状 ； 也 有 关 节 痛 、 关 节 炎 ， 咳 嗽 、 间 质 性 肺 炎 的 报 告 ， 上 述 症 状 多 于 病 程 1 ～ 6 周 出 现 。	O O O O O B M M M M M M M M M M M M M M M M M M M M M M M M M M B M M M E M B M E M E O O O B M M M B M E M M M M B M M M E O O O O O O O O O O O O O O O O O O O	O O sym dis O O dis O O sym dis O dis
表 1 0 - 1 小 儿 贫 血 的 分 级	O O O O O B M E O O O O	pro
肺 动 脉 干 虽 扩 张 ， 但 在 胸 骨 左 缘 第 二 肋 间 摸 不 到 搏 动 。	B M M E O O O O O O B M M M M M M E O O O O O O	bod bod
或 者 6 0 万 U 苯 唑 青 霉 素 连 同 6 0 万 U 水 剂 普 鲁 卡 因 青 霉 素 ， 给 予 一 次 性 肌 内 注 射 ， 这 一 用 法 适 用 于 一 定 范 围 内 的 流 行 。	O O O O O B M M M M E O O O O O B M M M M M M M M E O O O O O O B E O O O O O O O O O O O O O O O O O O O	dru dru bod
在 这 些 婴 儿 窦 性 心 动 过 缓 多 见 ， 并 可 伴 交 界 性 逸 搏 。	O O O O O B M M M M E O O O O O O B M M M E O	sym sym
（ 3 ） 幼 儿 期 ： 特 点 是 3 0 ～ 6 0 μ V 的 θ 活 动 ， 背 景 活 动 表 现 为 基 线 不 稳 。	O O O O O O O O O O O O O O O O O O O O O O B M M M M M M M M M E O	sym
或 采 用 甘 露 醇 - 复 方 甘 油 （ 0 . 5 ～ 1 . 0 g / k g ） 交 替 应 用 ， 间 隔 4 ～ 6 小 时 ， 直 至 症 状 缓 解 可 逐 渐 停 药 。	O O O B M M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru
谢 绝 非 相 关 人 员 进 入 新 生 儿 病 房 ， 包 括 新 生 儿 的 其 他 亲 属 。	O O O O O O O O O B M M M E O O O O O O O O O O O O	dep
【 实 验 室 检 查 】 1 . 外 周 血 细 胞 染 色 体 核 型 分 析 按 染 色 体 核 型 分 析 可 将 2 1 - 三 体 综 合 征 患 儿 分 为 三 型 ： （ 1 ） 标 准 型 ： 患 儿 体 细 胞 染 色 体 为 4 7 条 有 一 个 额 外 的 2 1 号 染 色 体 核 型 为 4 7 ， X X （ 或 X Y ） ， + 2 1 ， 此 型 占 全 部 病 例 的 9 5 % 。	O O O O O O O O O B M M M M M M M M M M E O B M M M M M E O O B M M M M M M E O O O O O O O O O O B M E O O O B M M M M E M M M E B M M M M M B M M M M E B M M M E O B E O O B E O O O O O O O O O O O O O O O O O O	pro pro dis dis bod sym O O sym O bod O sym bod bod
如 为 原 因 不 明 或 为 非 可 逆 性 原 因 引 起 ， 应 予 安 置 A I C D 预 防 猝 死 。	O O O O O O O O O O O O O O O O O O O B M M M M E O O B E O	pro sym
可 能 是 N T D s 发 生 的 危 险 因 素 ， 而 妇 女 在 怀 孕 前 和 怀 孕 早 期 服 用 叶 酸 可 以 弥 补 M T H F R 酶 活 性 的 缺 陷 ， 使 体 内 的 5 - 甲 基 四 氢 叶 酸 （ 活 性 叶 酸 ） 增 多 ， 达 到 预 防 N T D s 发 生 之 目 的 。	O O O B M M E O O O O O O O O O O O O O O O O O O O O O O B E O O O O B M M M E O O O O O O O O O O O B M M M M M M E O B M M E O O O O O O O O B M M E O O O O O O	dis dru bod bod bod dis
偶 尔 整 个 冠 状 动 脉 系 统 可 发 育 不 良 。	O O O O B M M E O O B M M M E O	bod sym
